t, v, f,
       5.139923e-001,       1.000000e+001,      -2.016000e+003,
       5.149975e-001,       1.000000e+001,      -2.016000e+003,
       5.159938e-001,       1.000000e+001,      -2.017000e+003,
       5.169986e-001,       1.000000e+001,      -2.017000e+003,
       5.179945e-001,       1.000000e+001,      -2.018000e+003,
       5.189989e-001,       1.000000e+001,      -2.018000e+003,
       5.199944e-001,       1.000000e+001,      -2.018000e+003,
       5.209984e-001,       1.000000e+001,      -2.019000e+003,
       5.219936e-001,       1.000000e+001,      -2.019000e+003,
       5.229972e-001,       1.000000e+001,      -2.020000e+003,
       5.239920e-001,       1.000000e+001,      -2.020000e+003,
       5.249953e-001,       1.000000e+001,      -2.020000e+003,
       5.259984e-001,       1.000000e+001,      -2.021000e+003,
       5.269926e-001,       1.000000e+001,      -2.021000e+003,
       5.279953e-001,       1.000000e+001,      -2.021000e+003,
       5.289979e-001,       1.000000e+001,      -2.022000e+003,
       5.299916e-001,       1.000000e+001,      -2.022000e+003,
       5.309938e-001,       1.000000e+001,      -2.022000e+003,
       5.319958e-001,       1.000000e+001,      -2.023000e+003,
       5.329977e-001,       1.000000e+001,      -2.023000e+003,
       5.339993e-001,       1.000000e+001,      -2.023000e+003,
       5.349921e-001,       1.000000e+001,      -2.024000e+003,
       5.359934e-001,       1.000000e+001,      -2.024000e+003,
       5.369945e-001,       1.000000e+001,      -2.025000e+003,
       5.379955e-001,       1.000000e+001,      -2.025000e+003,
       5.389963e-001,       1.000000e+001,      -2.025000e+003,
       5.399969e-001,       1.000000e+001,      -2.025000e+003,
       5.409973e-001,       1.000000e+001,      -2.026000e+003,
       5.419976e-001,       1.000000e+001,      -2.026000e+003,
       5.429977e-001,       1.000000e+001,      -2.026000e+003,
       5.439976e-001,       1.000000e+001,      -2.027000e+003,
       5.449974e-001,       1.000000e+001,      -2.027000e+003,
       5.459970e-001,       1.000000e+001,      -2.027000e+003,
       5.469964e-001,       1.000000e+001,      -2.028000e+003,
       5.479957e-001,       1.000000e+001,      -2.028000e+003,
       5.489948e-001,       1.000000e+001,      -2.028000e+003,
       5.499938e-001,       1.000000e+001,      -2.029000e+003,
       5.509925e-001,       1.000000e+001,      -2.029000e+003,
       5.519999e-001,       1.000000e+001,      -2.029000e+003,
       5.529984e-001,       1.000000e+001,      -2.030000e+003,
       5.539967e-001,       1.000000e+001,      -2.030000e+003,
       5.549948e-001,       1.000000e+001,      -2.030000e+003,
       5.559928e-001,       1.000000e+001,      -2.031000e+003,
       5.569994e-001,       1.000000e+001,      -2.031000e+003,
       5.579971e-001,       1.000000e+001,      -2.031000e+003,
       5.589947e-001,       1.000000e+001,      -2.031000e+003,
       5.599921e-001,       1.000000e+001,      -2.032000e+003,
       5.609980e-001,       1.000000e+001,      -2.032000e+003,
       5.619951e-001,       1.000000e+001,      -2.032000e+003,
       5.629921e-001,       1.000000e+001,      -2.032000e+003,
       5.639976e-001,       1.000000e+001,      -2.033000e+003,
       5.649943e-001,       1.000000e+001,      -2.033000e+003,
       5.659995e-001,       1.000000e+001,      -2.033000e+003,
       5.669959e-001,       1.000000e+001,      -2.034000e+003,
       5.679922e-001,       1.000000e+001,      -2.034000e+003,
       5.689970e-001,       1.000000e+001,      -2.034000e+003,
       5.699930e-001,       1.000000e+001,      -2.034000e+003,
       5.709975e-001,       1.000000e+001,      -2.035000e+003,
       5.719933e-001,       1.000000e+001,      -2.035000e+003,
       5.729975e-001,       1.000000e+001,      -2.035000e+003,
       5.739930e-001,       1.000000e+001,      -2.036000e+003,
       5.749970e-001,       1.000000e+001,      -2.036000e+003,
       5.759922e-001,       1.000000e+001,      -2.036000e+003,
       5.769960e-001,       1.000000e+001,      -2.036000e+003,
       5.779995e-001,       1.000000e+001,      -2.037000e+003,
       5.789944e-001,       1.000000e+001,      -2.037000e+003,
       5.799977e-001,       1.000000e+001,      -2.037000e+003,
       5.809923e-001,       1.000000e+001,      -2.037000e+003,
       5.819954e-001,       1.000000e+001,      -2.038000e+003,
       5.829985e-001,       1.000000e+001,      -2.038000e+003,
       5.839927e-001,       1.000000e+001,      -2.038000e+003,
       5.849954e-001,       1.000000e+001,      -2.038000e+003,
       5.859981e-001,       1.000000e+001,      -2.038000e+003,
       5.869919e-001,       1.000000e+001,      -2.039000e+003,
       5.879943e-001,       1.000000e+001,      -2.039000e+003,
       5.889966e-001,       1.000000e+001,      -2.039000e+003,
       5.899988e-001,       1.000000e+001,      -2.039000e+003,
       5.909922e-001,       1.000000e+001,      -2.039000e+003,
       5.919942e-001,       1.000000e+001,      -2.040000e+003,
       5.929960e-001,       1.000000e+001,      -2.040000e+003,
       5.939977e-001,       1.000000e+001,      -2.040000e+003,
       5.949994e-001,       1.000000e+001,      -2.040000e+003,
       5.959923e-001,       1.000000e+001,      -2.041000e+003,
       5.969937e-001,       1.000000e+001,      -2.041000e+003,
       5.979950e-001,       1.000000e+001,      -2.041000e+003,
       5.989962e-001,       1.000000e+001,      -2.041000e+003,
       5.999973e-001,       1.000000e+001,      -2.041000e+003,
       6.009983e-001,       1.000000e+001,      -2.041000e+003,
       6.019992e-001,       1.000000e+001,      -2.042000e+003,
       6.030000e-001,       1.000000e+001,      -2.042000e+003,
       6.039920e-001,       1.000000e+001,      -2.042000e+003,
       6.049926e-001,       1.000000e+001,      -2.042000e+003,
       6.059932e-001,       1.000000e+001,      -2.042000e+003,
       6.069936e-001,       1.000000e+001,      -2.043000e+003,
       6.079939e-001,       1.000000e+001,      -2.043000e+003,
       6.089941e-001,       1.000000e+001,      -2.043000e+003,
       6.099942e-001,       1.000000e+001,      -2.043000e+003,
       6.109943e-001,       1.000000e+001,      -2.043000e+003,
       6.119942e-001,       1.000000e+001,      -2.043000e+003,
       6.129941e-001,       1.000000e+001,      -2.043000e+003,
       6.139938e-001,       1.000000e+001,      -2.044000e+003,
       6.149935e-001,       1.000000e+001,      -2.044000e+003,
       6.159931e-001,       1.000000e+001,      -2.044000e+003,
       6.169927e-001,       1.000000e+001,      -2.044000e+003,
       6.179920e-001,       1.000000e+001,      -2.044000e+003,
       6.189914e-001,       1.000000e+001,      -2.044000e+003,
       6.199993e-001,       1.000000e+001,      -2.044000e+003,
       6.209984e-001,       1.000000e+001,      -2.044000e+003,
       6.219975e-001,       1.000000e+001,      -2.044000e+003,
       6.229966e-001,       1.000000e+001,      -2.045000e+003,
       6.239955e-001,       1.000000e+001,      -2.045000e+003,
       6.249943e-001,       1.000000e+001,      -2.045000e+003,
       6.259931e-001,       1.000000e+001,      -2.045000e+003,
       6.269918e-001,       1.000000e+001,      -2.045000e+003,
       6.279991e-001,       1.000000e+001,      -2.045000e+003,
       6.289976e-001,       1.000000e+001,      -2.045000e+003,
       6.299961e-001,       1.000000e+001,      -2.045000e+003,
       6.309945e-001,       1.000000e+001,      -2.045000e+003,
       6.319929e-001,       1.000000e+001,      -2.045000e+003,
       6.329997e-001,       1.000000e+001,      -2.046000e+003,
       6.339979e-001,       1.000000e+001,      -2.046000e+003,
       6.349961e-001,       1.000000e+001,      -2.046000e+003,
       6.359941e-001,       1.000000e+001,      -2.046000e+003,
       6.369922e-001,       1.000000e+001,      -2.046000e+003,
       6.379987e-001,       1.000000e+001,      -2.046000e+003,
       6.389965e-001,       1.000000e+001,      -2.046000e+003,
       6.399944e-001,       1.000000e+001,      -2.046000e+003,
       6.409921e-001,       1.000000e+001,      -2.046000e+003,
       6.419984e-001,       1.000000e+001,      -2.046000e+003,
       6.429961e-001,       1.000000e+001,      -2.046000e+003,
       6.439936e-001,       1.000000e+001,      -2.046000e+003,
       6.449997e-001,       1.000000e+001,      -2.046000e+003,
       6.459972e-001,       1.000000e+001,      -2.046000e+003,
       6.469947e-001,       1.000000e+001,      -2.046000e+003,
       6.479920e-001,       1.000000e+001,      -2.046000e+003,
       6.489979e-001,       1.000000e+001,      -2.046000e+003,
       6.499951e-001,       1.000000e+001,      -2.046000e+003,
       6.509924e-001,       1.000000e+001,      -2.046000e+003,
       6.519982e-001,       1.000000e+001,      -2.046000e+003,
       6.529953e-001,       1.000000e+001,      -2.046000e+003,
       6.539924e-001,       1.000000e+001,      -2.046000e+003,
       6.549979e-001,       1.000000e+001,      -2.046000e+003,
       6.559950e-001,       1.000000e+001,      -2.046000e+003,
       6.569919e-001,       1.000000e+001,      -2.046000e+003,
       6.579974e-001,       1.000000e+001,      -2.046000e+003,
       6.589943e-001,       1.000000e+001,      -2.046000e+003,
       6.599997e-001,       1.000000e+001,      -2.046000e+003,
       6.609965e-001,       1.000000e+001,      -2.046000e+003,
       6.619933e-001,       1.000000e+001,      -2.046000e+003,
       6.629986e-001,       1.000000e+001,      -2.046000e+003,
       6.639953e-001,       1.000000e+001,      -2.046000e+003,
       6.649920e-001,       1.000000e+001,      -2.046000e+003,
       6.659972e-001,       1.000000e+001,      -2.046000e+003,
       6.669938e-001,       1.000000e+001,      -2.046000e+003,
       6.679990e-001,       1.000000e+001,      -2.045000e+003,
       6.689956e-001,       1.000000e+001,      -2.045000e+003,
       6.699921e-001,       1.000000e+001,      -2.045000e+003,
       6.709971e-001,       1.000000e+001,      -2.045000e+003,
       6.719937e-001,       1.000000e+001,      -2.045000e+003,
       6.729987e-001,       1.000000e+001,      -2.045000e+003,
       6.739952e-001,       1.000000e+001,      -2.045000e+003,
       6.749916e-001,       1.000000e+001,      -2.045000e+003,
       6.759966e-001,       1.000000e+001,      -2.045000e+003,
       6.769930e-001,       1.000000e+001,      -2.045000e+003,
       6.779979e-001,       1.000000e+001,      -2.044000e+003,
       6.789944e-001,       1.000000e+001,      -2.044000e+003,
       6.799993e-001,       1.000000e+001,      -2.044000e+003,
       6.809956e-001,       1.000000e+001,      -2.044000e+003,
       6.819919e-001,       1.000000e+001,      -2.044000e+003,
       6.829969e-001,       1.000000e+001,      -2.044000e+003,
       6.839932e-001,       1.000000e+001,      -2.044000e+003,
       6.849980e-001,       1.000000e+001,      -2.043000e+003,
       6.859943e-001,       1.000000e+001,      -2.043000e+003,
       6.869991e-001,       1.000000e+001,      -2.043000e+003,
       6.879954e-001,       1.000000e+001,      -2.043000e+003,
       6.889917e-001,       1.000000e+001,      -2.043000e+003,
       6.899965e-001,       1.000000e+001,      -2.043000e+003,
       6.909928e-001,       1.000000e+001,      -2.042000e+003,
       6.919976e-001,       1.000000e+001,      -2.042000e+003,
       6.929938e-001,       1.000000e+001,      -2.042000e+003,
       6.939986e-001,       1.000000e+001,      -2.042000e+003,
       6.949948e-001,       1.000000e+001,      -2.042000e+003,
       6.959996e-001,       1.000000e+001,      -2.041000e+003,
       6.969959e-001,       1.000000e+001,      -2.041000e+003,
       6.979920e-001,       1.000000e+001,      -2.041000e+003,
       6.989968e-001,       1.000000e+001,      -2.041000e+003,
       6.999930e-001,       1.000000e+001,      -2.041000e+003,
       7.009978e-001,       1.000000e+001,      -2.040000e+003,
       7.019939e-001,       1.000000e+001,      -2.040000e+003,
       7.029987e-001,       1.000000e+001,      -2.040000e+003,
       7.039949e-001,       1.000000e+001,      -2.039000e+003,
       7.049996e-001,       1.000000e+001,      -2.039000e+003,
       7.059958e-001,       1.000000e+001,      -2.039000e+003,
       7.069920e-001,       1.000000e+001,      -2.039000e+003,
       7.079967e-001,       1.000000e+001,      -2.038000e+003,
       7.089928e-001,       1.000000e+001,      -2.038000e+003,
       7.099976e-001,       1.000000e+001,      -2.038000e+003,
       7.109937e-001,       1.000000e+001,      -2.037000e+003,
       7.119985e-001,       1.000000e+001,      -2.037000e+003,
       7.129946e-001,       1.000000e+001,      -2.037000e+003,
       7.139993e-001,       1.000000e+001,      -2.036000e+003,
       7.149954e-001,       1.000000e+001,      -2.036000e+003,
       7.159916e-001,       1.000000e+001,      -2.036000e+003,
       7.169963e-001,       1.000000e+001,      -2.035000e+003,
       7.179924e-001,       1.000000e+001,      -2.035000e+003,
       7.189971e-001,       1.000000e+001,      -2.035000e+003,
       7.199932e-001,       1.000000e+001,      -2.034000e+003,
       7.209979e-001,       1.000000e+001,      -2.034000e+003,
       7.219940e-001,       1.000000e+001,      -2.034000e+003,
       7.229987e-001,       1.000000e+001,      -2.033000e+003,
       7.239947e-001,       1.000000e+001,      -2.033000e+003,
       7.249994e-001,       1.000000e+001,      -2.032000e+003,
       7.259955e-001,       1.000000e+001,      -2.032000e+003,
       7.269916e-001,       1.000000e+001,      -2.032000e+003,
       7.279963e-001,       1.000000e+001,      -2.031000e+003,
       7.289923e-001,       1.000000e+001,      -2.031000e+003,
       7.299970e-001,       1.000000e+001,      -2.030000e+003,
       7.309931e-001,       1.000000e+001,      -2.030000e+003,
       7.319977e-001,       1.000000e+001,      -2.029000e+003,
       7.329938e-001,       1.000000e+001,      -2.029000e+003,
       7.339985e-001,       1.000000e+001,      -2.028000e+003,
       7.349945e-001,       1.000000e+001,      -2.028000e+003,
       7.359992e-001,       1.000000e+001,      -2.027000e+003,
       7.369952e-001,       1.000000e+001,      -2.027000e+003,
       7.379999e-001,       1.000000e+001,      -2.026000e+003,
       7.389959e-001,       1.000000e+001,      -2.026000e+003,
       7.399919e-001,       1.000000e+001,      -2.025000e+003,
       7.409965e-001,       1.000000e+001,      -2.025000e+003,
       7.419926e-001,       1.000000e+001,      -2.024000e+003,
       7.429972e-001,       1.000000e+001,      -2.024000e+003,
       7.439933e-001,       1.000000e+001,      -2.023000e+003,
       7.449979e-001,       1.000000e+001,      -2.022000e+003,
       7.459939e-001,       1.000000e+001,      -2.022000e+003,
       7.469985e-001,       1.000000e+001,      -2.021000e+003,
       7.479945e-001,       1.000000e+001,      -2.021000e+003,
       7.489992e-001,       1.000000e+001,      -2.020000e+003,
       7.499952e-001,       1.000000e+001,      -2.019000e+003,
       7.509997e-001,       1.000000e+001,      -2.019000e+003,
       7.519958e-001,       1.000000e+001,      -2.018000e+003,
       7.529918e-001,       1.000000e+001,      -2.017000e+003,
       7.539964e-001,       1.000000e+001,      -2.017000e+003,
       7.549924e-001,       1.000000e+001,      -2.016000e+003,
       7.559970e-001,       1.000000e+001,      -2.015000e+003,
       7.569930e-001,       1.000000e+001,      -2.015000e+003,
       7.579976e-001,       1.000000e+001,      -2.014000e+003,
       7.589936e-001,       1.000000e+001,      -2.013000e+003,
       7.599981e-001,       1.000000e+001,      -2.012000e+003,
       7.609941e-001,       1.000000e+001,      -2.012000e+003,
       7.619987e-001,       1.000000e+001,      -2.011000e+003,
       7.629947e-001,       1.000000e+001,      -2.010000e+003,
       7.639993e-001,       1.000000e+001,      -2.009000e+003,
       7.649953e-001,       1.000000e+001,      -2.008000e+003,
       7.659998e-001,       1.000000e+001,      -2.008000e+003,
       7.669958e-001,       1.000000e+001,      -2.007000e+003,
       7.679918e-001,       1.000000e+001,      -2.006000e+003,
       7.689964e-001,       1.000000e+001,      -2.005000e+003,
       7.699923e-001,       1.000000e+001,      -2.004000e+003,
       7.709969e-001,       1.000000e+001,      -2.003000e+003,
       7.719928e-001,       1.000000e+001,      -2.002000e+003,
       7.729974e-001,       1.000000e+001,      -2.002000e+003,
       7.739933e-001,       1.000000e+001,      -2.001000e+003,
       7.749979e-001,       1.000000e+001,      -2.000000e+003,
       7.759938e-001,       1.000000e+001,      -1.999000e+003,
       7.769984e-001,       1.000000e+001,      -1.998000e+003,
       7.779943e-001,       1.000000e+001,      -1.997000e+003,
       7.789989e-001,       1.000000e+001,      -1.996000e+003,
       7.799948e-001,       1.000000e+001,      -1.995000e+003,
       7.809994e-001,       1.000000e+001,      -1.994000e+003,
       7.819953e-001,       1.000000e+001,      -1.993000e+003,
       7.829998e-001,       1.000000e+001,      -1.992000e+003,
       7.839957e-001,       1.000000e+001,      -1.991000e+003,
       7.849917e-001,       1.000000e+001,      -1.990000e+003,
       7.859962e-001,       1.000000e+001,      -1.989000e+003,
       7.869921e-001,       1.000000e+001,      -1.988000e+003,
       7.879966e-001,       1.000000e+001,      -1.987000e+003,
       7.889926e-001,       1.000000e+001,      -1.985000e+003,
       7.899971e-001,       1.000000e+001,      -1.984000e+003,
       7.909930e-001,       1.000000e+001,      -1.983000e+003,
       7.919976e-001,       1.000000e+001,      -1.982000e+003,
       7.929935e-001,       1.000000e+001,      -1.981000e+003,
       7.939979e-001,       1.000000e+001,      -1.980000e+003,
       7.949939e-001,       1.000000e+001,      -1.978000e+003,
       7.959984e-001,       1.000000e+001,      -1.977000e+003,
       7.969943e-001,       1.000000e+001,      -1.976000e+003,
       7.979988e-001,       1.000000e+001,      -1.975000e+003,
       7.989947e-001,       1.000000e+001,      -1.974000e+003,
       7.999992e-001,       1.000000e+001,      -1.972000e+003,
       8.009951e-001,       1.000000e+001,      -1.971000e+003,
       8.019996e-001,       1.000000e+001,      -1.970000e+003,
       8.029955e-001,       1.000000e+001,      -1.968000e+003,
       8.040000e-001,       1.000000e+001,      -1.967000e+003,
       8.049959e-001,       1.000000e+001,      -1.966000e+003,
       8.059918e-001,       1.000000e+001,      -1.964000e+003,
       8.069962e-001,       1.000000e+001,      -1.963000e+003,
       8.079921e-001,       1.000000e+001,      -1.961000e+003,
       8.089966e-001,       1.000000e+001,      -1.960000e+003,
       8.099925e-001,       1.000000e+001,      -1.959000e+003,
       8.109969e-001,       1.000000e+001,      -1.957000e+003,
       8.119928e-001,       1.000000e+001,      -1.956000e+003,
       8.129973e-001,       1.000000e+001,      -1.954000e+003,
       8.139932e-001,       1.000000e+001,      -1.953000e+003,
       8.149976e-001,       1.000000e+001,      -1.951000e+003,
       8.159935e-001,       1.000000e+001,      -1.950000e+003,
       8.169979e-001,       1.000000e+001,      -1.948000e+003,
       8.179938e-001,       1.000000e+001,      -1.947000e+003,
       8.189983e-001,       1.000000e+001,      -1.945000e+003,
       8.199942e-001,       1.000000e+001,      -1.943000e+003,
       8.209986e-001,       1.000000e+001,      -1.942000e+003,
       8.219944e-001,       1.000000e+001,      -1.940000e+003,
       8.229989e-001,       1.000000e+001,      -1.938000e+003,
       8.239948e-001,       1.000000e+001,      -1.937000e+003,
       8.249992e-001,       1.000000e+001,      -1.935000e+003,
       8.259950e-001,       1.000000e+001,      -1.933000e+003,
       8.269995e-001,       1.000000e+001,      -1.932000e+003,
       8.279953e-001,       1.000000e+001,      -1.930000e+003,
       8.289998e-001,       1.000000e+001,      -1.928000e+003,
       8.299956e-001,       1.000000e+001,      -1.926000e+003,
       8.309914e-001,       1.000000e+001,      -1.924000e+003,
       8.319958e-001,       1.000000e+001,      -1.923000e+003,
       8.329917e-001,       1.000000e+001,      -1.921000e+003,
       8.339961e-001,       1.000000e+001,      -1.919000e+003,
       8.349919e-001,       1.000000e+001,      -1.917000e+003,
       8.359963e-001,       1.000000e+001,      -1.915000e+003,
       8.369921e-001,       1.000000e+001,      -1.913000e+003,
       8.379966e-001,       1.000000e+001,      -1.911000e+003,
       8.389924e-001,       1.000000e+001,      -1.909000e+003,
       8.399968e-001,       1.000000e+001,      -1.907000e+003,
       8.409926e-001,       1.000000e+001,      -1.905000e+003,
       8.419970e-001,       1.000000e+001,      -1.903000e+003,
       8.429928e-001,       1.000000e+001,      -1.901000e+003,
       8.439972e-001,       1.000000e+001,      -1.899000e+003,
       8.449931e-001,       1.000000e+001,      -1.897000e+003,
       8.459975e-001,       1.000000e+001,      -1.895000e+003,
       8.469932e-001,       1.000000e+001,      -1.893000e+003,
       8.479976e-001,       1.000000e+001,      -1.891000e+003,
       8.489934e-001,       1.000000e+001,      -1.888000e+003,
       8.499978e-001,       1.000000e+001,      -1.886000e+003,
       8.509936e-001,       1.000000e+001,      -1.884000e+003,
       8.519980e-001,       1.000000e+001,      -1.882000e+003,
       8.529938e-001,       1.000000e+001,      -1.879000e+003,
       8.539981e-001,       1.000000e+001,      -1.877000e+003,
       8.549939e-001,       1.000000e+001,      -1.875000e+003,
       8.559983e-001,       1.000000e+001,      -1.872000e+003,
       8.569940e-001,       1.000000e+001,      -1.870000e+003,
       8.579984e-001,       1.000000e+001,      -1.868000e+003,
       8.589942e-001,       1.000000e+001,      -1.865000e+003,
       8.599985e-001,       1.000000e+001,      -1.863000e+003,
       8.609943e-001,       1.000000e+001,      -1.860000e+003,
       8.619987e-001,       1.000000e+001,      -1.858000e+003,
       8.629944e-001,       1.000000e+001,      -1.855000e+003,
       8.639988e-001,       1.000000e+001,      -1.853000e+003,
       8.649945e-001,       1.000000e+001,      -1.850000e+003,
       8.659989e-001,       1.000000e+001,      -1.848000e+003,
       8.669947e-001,       1.000000e+001,      -1.845000e+003,
       8.679990e-001,       1.000000e+001,      -1.842000e+003,
       8.689947e-001,       1.000000e+001,      -1.840000e+003,
       8.699991e-001,       1.000000e+001,      -1.837000e+003,
       8.709948e-001,       1.000000e+001,      -1.834000e+003,
       8.719991e-001,       1.000000e+001,      -1.832000e+003,
       8.729949e-001,       1.000000e+001,      -1.829000e+003,
       8.739992e-001,       1.000000e+001,      -1.826000e+003,
       8.749949e-001,       1.000000e+001,      -1.823000e+003,
       8.759993e-001,       1.000000e+001,      -1.820000e+003,
       8.769950e-001,       1.000000e+001,      -1.818000e+003,
       8.779993e-001,       1.000000e+001,      -1.815000e+003,
       8.789950e-001,       1.000000e+001,      -1.812000e+003,
       8.799993e-001,       1.000000e+001,      -1.809000e+003,
       8.809950e-001,       1.000000e+001,      -1.806000e+003,
       8.819994e-001,       1.000000e+001,      -1.803000e+003,
       8.829951e-001,       1.000000e+001,      -1.800000e+003,
       8.839993e-001,       1.000000e+001,      -1.797000e+003,
       8.849951e-001,       1.000000e+001,      -1.794000e+003,
       8.859994e-001,       1.000000e+001,      -1.791000e+003,
       8.869951e-001,       1.000000e+001,      -1.787000e+003,
       8.879994e-001,       1.000000e+001,      -1.784000e+003,
       8.889951e-001,       1.000000e+001,      -1.781000e+003,
       8.899993e-001,       1.000000e+001,      -1.778000e+003,
       8.909950e-001,       1.000000e+001,      -1.775000e+003,
       8.919993e-001,       1.000000e+001,      -1.771000e+003,
       8.929950e-001,       1.000000e+001,      -1.768000e+003,
       8.939993e-001,       1.000000e+001,      -1.765000e+003,
       8.949950e-001,       1.000000e+001,      -1.761000e+003,
       8.959992e-001,       1.000000e+001,      -1.758000e+003,
       8.969949e-001,       1.000000e+001,      -1.755000e+003,
       8.979992e-001,       1.000000e+001,      -1.751000e+003,
       8.989948e-001,       1.000000e+001,      -1.748000e+003,
       8.999991e-001,       1.000000e+001,      -1.744000e+003,
